datetime,predicted_direction,action,buy_price,sell_price,balance,pnl,pnl_sum
2025-01-01 08:00:00,long,buy,93642.7,0.0,999.95,-0.01,-0.01
2025-01-03 16:24:00,long,sell - take_profit,0.0,98324.835,1049.9,5.0,4.99
2025-01-06 04:00:00,short,sell,0.0,99001.7,1049.84,-0.01,4.99
2025-01-06 08:00:00,short,buy - direction change,99275.0,0.0,1046.89,-0.28,4.7
2025-01-06 08:00:00,long,buy,99275.0,0.0,1046.84,-0.01,4.7
2025-01-07 10:00:00,long,sell - direction change,0.0,101667.1,1072.01,2.4,7.1
2025-01-07 10:00:00,short,sell,0.0,101667.1,1071.96,-0.01,7.1
2025-01-07 17:48:00,short,buy - take_profit,96583.745,0.0,1125.5,5.0,12.09
2025-01-07 18:00:00,long,buy,97242.4,0.0,1125.44,-0.01,12.09
2025-01-08 17:03:00,long,sell - stop_loss,0.0,94325.128,1091.62,-3.0,9.08
2025-01-08 18:00:00,long,buy,93957.6,0.0,1091.57,-0.01,9.08
2025-01-13 11:33:00,long,sell - stop_loss,0.0,91138.872,1058.77,-3.01,6.07
2025-01-13 12:00:00,long,buy,90811.9,0.0,1058.72,-0.01,6.07
2025-01-14 05:07:00,long,sell - take_profit,0.0,95352.495,1111.6,5.0,11.06
2025-01-15 14:00:00,long,buy,98927.7,0.0,1111.54,-0.01,11.06
2025-01-15 22:00:00,long,sell - direction change,0.0,99630.0,1119.38,0.7,11.76
2025-01-15 22:00:00,short,sell,0.0,99630.0,1119.32,-0.01,11.76
2025-01-16 08:00:00,short,buy - direction change,99783.6,0.0,1117.54,-0.16,11.6
2025-01-16 08:00:00,long,buy,99783.6,0.0,1117.48,-0.01,11.59
2025-01-16 18:00:00,long,sell - direction change,0.0,99798.9,1117.6,0.01,11.6
2025-01-16 18:00:00,short,sell,0.0,99798.9,1117.54,-0.01,11.6
2025-01-16 20:00:00,short,buy - direction change,100373.3,0.0,1111.05,-0.58,11.02
2025-01-16 20:00:00,long,buy,100373.3,0.0,1111.0,-0.01,11.01
2025-01-17 18:00:00,long,sell - direction change,0.0,104106.7,1152.27,3.71,14.73
2025-01-17 18:00:00,short,sell,0.0,104106.7,1152.21,-0.01,14.72
2025-01-18 06:00:00,short,buy - direction change,102788.0,0.0,1166.74,1.26,15.99
2025-01-18 06:00:00,long,buy,102788.0,0.0,1166.69,-0.01,15.98
2025-01-19 23:39:00,long,sell - stop_loss,0.0,99704.36,1131.63,-3.0,12.98
2025-01-20 00:00:00,long,buy,101310.7,0.0,1131.57,-0.01,12.97
2025-01-20 06:49:00,long,sell - take_profit,0.0,106376.235,1188.09,5.0,17.97
2025-01-20 12:00:00,short,sell,0.0,108271.9,1188.03,-0.01,17.96
2025-01-20 17:06:00,short,buy - take_profit,102858.305,0.0,1247.37,5.0,22.96
2025-01-20 18:00:00,long,buy,102978.4,0.0,1247.31,-0.01,22.95
2025-01-20 20:00:00,long,sell - direction change,0.0,103693.3,1255.91,0.69,23.64
2025-01-20 20:00:00,short,sell,0.0,103693.3,1255.84,-0.01,23.63
2025-01-20 22:00:00,short,buy - direction change,102599.9,0.0,1269.02,1.05,24.68
2025-01-20 22:00:00,long,buy,102599.9,0.0,1268.96,-0.01,24.68
2025-01-21 16:00:00,long,sell - direction change,0.0,103931.7,1285.37,1.29,25.97
2025-01-21 16:00:00,short,sell,0.0,103931.7,1285.3,-0.01,25.97
2025-01-21 18:37:00,short,buy - stop_loss,107049.651,0.0,1246.68,-3.01,22.96
2025-01-21 20:00:00,short,sell,0.0,107008.2,1246.62,-0.01,22.96
2025-01-22 14:00:00,short,buy - direction change,104065.7,0.0,1280.83,2.74,25.7
2025-01-22 14:00:00,long,buy,104065.7,0.0,1280.77,-0.01,25.7
2025-01-23 14:00:00,long,sell - direction change,0.0,102475.0,1261.13,-1.53,24.16
2025-01-23 14:00:00,short,sell,0.0,102475.0,1261.07,-0.01,24.16
2025-01-23 14:48:00,short,buy - stop_loss,105549.25,0.0,1223.17,-3.0,21.15
2025-01-24 16:00:00,short,sell,0.0,105827.8,1223.11,-0.01,21.15
2025-01-27 00:00:00,short,buy - direction change,102553.7,0.0,1260.89,3.09,24.24
2025-01-27 00:00:00,long,buy,102553.7,0.0,1260.83,-0.01,24.23
2025-01-27 04:00:00,long,sell - direction change,0.0,101345.0,1245.9,-1.18,23.05
2025-01-27 04:00:00,short,sell,0.0,101345.0,1245.84,-0.01,23.04
2025-01-27 08:00:00,short,buy - direction change,98986.3,0.0,1274.77,2.32,25.37
2025-01-27 08:00:00,long,buy,98986.3,0.0,1274.71,-0.01,25.36
2025-01-27 12:00:00,long,sell - direction change,0.0,98700.0,1270.96,-0.29,25.07
2025-01-27 12:00:00,short,sell,0.0,98700.0,1270.89,-0.01,25.06
2025-01-27 14:48:00,short,buy - stop_loss,101661.0,0.0,1232.71,-3.0,22.06
2025-01-27 16:00:00,long,buy,101055.2,0.0,1232.64,-0.01,22.05
2025-01-28 16:00:00,long,sell - direction change,0.0,102718.8,1252.87,1.64,23.69
2025-01-28 16:00:00,short,sell,0.0,102718.8,1252.81,-0.01,23.69
2025-01-28 18:00:00,short,buy - direction change,102513.6,0.0,1255.25,0.19,23.88
2025-01-28 18:00:00,long,buy,102513.6,0.0,1255.19,-0.01,23.88
2025-02-01 22:00:00,long,sell - direction change,0.0,101136.2,1238.26,-1.35,22.53
2025-02-01 22:00:00,short,sell,0.0,101136.2,1238.2,-0.01,22.52
2025-02-02 10:00:00,short,buy - direction change,99619.9,0.0,1256.7,1.49,24.02
2025-02-02 10:00:00,long,buy,99619.9,0.0,1256.64,-0.01,24.01
2025-02-02 12:00:00,long,sell - direction change,0.0,98824.4,1246.54,-0.8,23.21
2025-02-02 12:00:00,short,sell,0.0,98824.4,1246.48,-0.01,23.2
2025-02-02 14:00:00,short,buy - direction change,98757.5,0.0,1247.26,0.06,23.27
2025-02-02 14:00:00,long,buy,98757.5,0.0,1247.2,-0.01,23.26
2025-02-02 16:00:00,long,sell - direction change,0.0,99292.7,1253.89,0.54,23.8
2025-02-02 16:00:00,short,sell,0.0,99292.7,1253.83,-0.01,23.79
2025-02-03 00:00:00,short,buy - direction change,97645.7,0.0,1274.57,1.65,25.45
2025-02-03 00:00:00,long,buy,97645.7,0.0,1274.5,-0.01,25.44
2025-02-03 01:36:00,long,sell - stop_loss,0.0,94716.329,1236.2,-3.0,22.44
2025-02-03 02:00:00,long,buy,93387.6,0.0,1236.14,-0.01,22.43
2025-02-03 15:25:00,long,sell - take_profit,0.0,98056.98000000001,1297.89,5.0,27.43
2025-02-03 16:00:00,long,buy,98804.0,0.0,1297.82,-0.01,27.42
2025-02-04 02:00:00,long,sell - direction change,0.0,101338.1,1331.04,2.56,29.98
2025-02-04 02:00:00,short,sell,0.0,101338.1,1330.97,-0.01,29.98
2025-02-04 06:00:00,short,buy - direction change,98807.4,0.0,1364.14,2.49,32.47
2025-02-04 06:00:00,long,buy,98807.4,0.0,1364.08,-0.01,32.47
2025-02-04 08:00:00,long,sell - direction change,0.0,98409.6,1358.52,-0.41,32.06
2025-02-04 08:00:00,short,sell,0.0,98409.6,1358.45,-0.01,32.05
2025-02-04 12:00:00,short,buy - direction change,98923.4,0.0,1351.29,-0.53,31.53
