datetime,predicted_direction,action,buy_price,sell_price,balance,pnl,pnl_sum
2025-01-01 00:00:00,short,sell,0.0,93530.0,999.95,-0.01,-0.01
2025-01-01 02:00:00,short,buy - direction change,93575.2,0.0,999.42,-0.05,-0.06
2025-01-01 02:00:00,long,buy,93575.2,0.0,999.37,-0.01,-0.06
2025-01-03 16:23:00,long,sell - take_profit,0.0,98253.96,1049.28,5.0,4.93
2025-01-03 18:00:00,long,buy,97983.6,0.0,1049.23,-0.01,4.93
2025-01-04 20:00:00,long,sell - direction change,0.0,98129.3,1050.74,0.14,5.07
2025-01-04 20:00:00,short,sell,0.0,98129.3,1050.69,-0.01,5.07
2025-01-04 22:00:00,short,buy - direction change,98336.3,0.0,1048.42,-0.22,4.85
2025-01-04 22:00:00,long,buy,98336.3,0.0,1048.36,-0.01,4.84
2025-01-05 16:00:00,long,sell - direction change,0.0,97990.1,1044.62,-0.36,4.49
2025-01-05 16:00:00,short,sell,0.0,97990.1,1044.57,-0.01,4.48
2025-01-05 18:00:00,short,buy - direction change,97700.0,0.0,1047.61,0.29,4.77
2025-01-05 18:00:00,long,buy,97700.0,0.0,1047.56,-0.01,4.77
2025-01-06 08:00:00,long,sell - direction change,0.0,99275.0,1064.39,1.61,6.38
2025-01-06 08:00:00,short,sell,0.0,99275.0,1064.34,-0.01,6.37
2025-01-06 10:00:00,short,buy - direction change,98979.1,0.0,1067.46,0.29,6.66
2025-01-06 10:00:00,long,buy,98979.1,0.0,1067.4,-0.01,6.66
2025-01-06 20:00:00,long,sell - direction change,0.0,101761.6,1097.36,2.81,9.46
2025-01-06 20:00:00,short,sell,0.0,101761.6,1097.3,-0.01,9.46
2025-01-06 22:00:00,short,buy - direction change,101545.7,0.0,1099.57,0.21,9.67
2025-01-06 22:00:00,long,buy,101545.7,0.0,1099.52,-0.01,9.66
2025-01-07 00:00:00,long,sell - direction change,0.0,102185.9,1106.39,0.63,10.29
2025-01-07 00:00:00,short,sell,0.0,102185.9,1106.34,-0.01,10.28
2025-01-07 02:00:00,short,buy - direction change,101869.3,0.0,1109.71,0.3,10.59
2025-01-07 02:00:00,long,buy,101869.3,0.0,1109.66,-0.01,10.58
2025-01-07 06:00:00,long,sell - direction change,0.0,101686.9,1107.61,-0.18,10.4
2025-01-07 06:00:00,short,sell,0.0,101686.9,1107.56,-0.01,10.39
2025-01-07 10:00:00,short,buy - direction change,101667.1,0.0,1107.72,0.01,10.41
2025-01-07 10:00:00,long,buy,101667.1,0.0,1107.66,-0.01,10.4
2025-01-07 15:10:00,long,sell - stop_loss,0.0,98617.087,1074.38,-3.01,7.4
2025-01-07 16:00:00,long,buy,97905.1,0.0,1074.33,-0.01,7.39
2025-01-08 11:34:00,long,sell - stop_loss,0.0,94967.947,1042.04,-3.01,4.39
2025-01-08 12:00:00,long,buy,95101.8,0.0,1041.99,-0.01,4.38
2025-01-09 13:37:00,long,sell - stop_loss,0.0,92248.746,1010.68,-3.01,1.38
2025-01-09 14:00:00,long,buy,91933.7,0.0,1010.63,-0.01,1.37
2025-01-13 00:00:00,long,sell - direction change,0.0,94510.0,1038.9,2.8,4.17
2025-01-13 00:00:00,short,sell,0.0,94510.0,1038.85,-0.01,4.16
2025-01-13 02:00:00,short,buy - direction change,94177.9,0.0,1042.45,0.35,4.51
2025-01-13 02:00:00,long,buy,94177.9,0.0,1042.4,-0.01,4.51
2025-01-13 04:00:00,long,sell - direction change,0.0,94217.1,1042.78,0.04,4.54
2025-01-13 04:00:00,short,sell,0.0,94217.1,1042.72,-0.01,4.54
2025-01-13 06:00:00,short,buy - direction change,94135.7,0.0,1043.57,0.08,4.62
2025-01-13 06:00:00,long,buy,94135.7,0.0,1043.52,-0.01,4.61
2025-01-13 11:18:00,long,sell - stop_loss,0.0,91311.629,1012.16,-3.0,1.61
2025-01-13 12:00:00,long,buy,90811.9,0.0,1012.11,-0.01,1.6
2025-01-14 04:00:00,long,sell - direction change,0.0,94849.3,1057.06,4.44,6.05
2025-01-14 04:00:00,short,sell,0.0,94849.3,1057.01,-0.01,6.04
2025-01-14 06:00:00,short,buy - direction change,94911.3,0.0,1056.26,-0.07,5.97
2025-01-14 06:00:00,long,buy,94911.3,0.0,1056.21,-0.01,5.96
2025-01-15 15:00:00,long,sell - take_profit,0.0,99656.865,1108.96,5.0,10.96
2025-01-15 16:00:00,short,sell,0.0,98955.1,1108.91,-0.01,10.95
2025-01-15 18:00:00,short,buy - direction change,98600.0,0.0,1112.83,0.35,11.31
2025-01-15 18:00:00,long,buy,98600.0,0.0,1112.78,-0.01,11.3
2025-01-17 02:00:00,long,sell - direction change,0.0,101644.6,1147.08,3.08,14.39
2025-01-17 02:00:00,short,sell,0.0,101644.6,1147.02,-0.01,14.38
2025-01-17 12:00:00,short,buy - direction change,102205.4,0.0,1140.64,-0.56,13.82
2025-01-17 12:00:00,long,buy,102205.4,0.0,1140.58,-0.01,13.82
2025-01-17 22:00:00,long,sell - direction change,0.0,104559.4,1166.79,2.3,16.12
2025-01-17 22:00:00,short,sell,0.0,104559.4,1166.73,-0.01,16.11
2025-01-18 04:00:00,short,buy - direction change,103530.0,0.0,1178.16,0.98,17.09
2025-01-18 04:00:00,long,buy,103530.0,0.0,1178.1,-0.01,17.09
2025-01-18 06:00:00,long,sell - direction change,0.0,102788.0,1169.6,-0.72,16.37
2025-01-18 06:00:00,short,sell,0.0,102788.0,1169.54,-0.01,16.36
2025-01-18 08:00:00,short,buy - direction change,102773.7,0.0,1169.65,0.01,16.37
2025-01-18 08:00:00,long,buy,102773.7,0.0,1169.59,-0.01,16.36
2025-01-18 10:00:00,long,sell - direction change,0.0,103127.8,1173.56,0.34,16.7
2025-01-18 10:00:00,short,sell,0.0,103127.8,1173.5,-0.01,16.7
2025-01-18 12:00:00,short,buy - direction change,103538.9,0.0,1168.76,-0.4,16.3
2025-01-18 12:00:00,long,buy,103538.9,0.0,1168.71,-0.01,16.29
2025-01-18 20:00:00,long,sell - direction change,0.0,104366.0,1177.98,0.79,17.08
2025-01-18 20:00:00,short,sell,0.0,104366.0,1177.92,-0.01,17.08
2025-01-19 00:00:00,short,buy - direction change,104520.0,0.0,1176.13,-0.15,16.93
2025-01-19 00:00:00,long,buy,104520.0,0.0,1176.07,-0.01,16.92
2025-01-19 02:00:00,long,sell - direction change,0.0,104452.6,1175.25,-0.07,16.85
2025-01-19 02:00:00,short,sell,0.0,104452.6,1175.19,-0.01,16.85
2025-01-19 04:00:00,short,buy - direction change,104955.1,0.0,1169.48,-0.49,16.36
2025-01-19 04:00:00,long,buy,104955.1,0.0,1169.42,-0.01,16.36
2025-01-19 06:00:00,long,sell - direction change,0.0,105099.8,1170.98,0.13,16.49
2025-01-19 06:00:00,short,sell,0.0,105099.8,1170.92,-0.01,16.48
2025-01-19 08:00:00,short,buy - direction change,105158.7,0.0,1170.2,-0.06,16.42
2025-01-19 08:00:00,long,buy,105158.7,0.0,1170.14,-0.01,16.42
2025-01-19 10:00:00,long,sell - direction change,0.0,105273.8,1171.37,0.1,16.52
2025-01-19 10:00:00,short,sell,0.0,105273.8,1171.31,-0.01,16.52
2025-01-19 16:00:00,short,buy - direction change,104904.0,0.0,1175.36,0.35,16.86
2025-01-19 16:00:00,long,buy,104904.0,0.0,1175.3,-0.01,16.86
2025-01-19 20:00:00,long,sell - direction change,0.0,106231.4,1190.12,1.26,18.12
2025-01-19 20:00:00,short,sell,0.0,106231.4,1190.06,-0.01,18.11
2025-01-19 22:00:00,short,buy - direction change,103680.0,0.0,1218.58,2.4,20.51
2025-01-19 22:00:00,long,buy,103680.0,0.0,1218.52,-0.01,20.51
2025-01-19 23:19:00,long,sell - stop_loss,0.0,100569.59999999999,1181.9,-3.01,17.5
2025-01-20 00:00:00,long,buy,101310.7,0.0,1181.84,-0.01,17.5
2025-01-20 04:00:00,long,sell - direction change,0.0,101880.0,1188.43,0.56,18.05
2025-01-20 04:00:00,short,sell,0.0,101880.0,1188.37,-0.01,18.05
2025-01-20 06:45:00,short,buy - stop_loss,104936.40000000001,0.0,1152.66,-3.01,15.04
2025-01-20 08:00:00,short,sell,0.0,107172.9,1152.6,-0.01,15.04
2025-01-20 12:00:00,short,buy - direction change,108271.9,0.0,1140.72,-1.03,14.01
2025-01-20 12:00:00,long,buy,108271.9,0.0,1140.67,-0.01,14.0
2025-01-20 14:00:00,long,sell - direction change,0.0,108005.9,1137.81,-0.25,13.75
2025-01-20 14:00:00,short,sell,0.0,108005.9,1137.75,-0.01,13.75
2025-01-20 16:00:00,short,buy - direction change,105000.0,0.0,1169.36,2.78,16.52
2025-01-20 16:00:00,long,buy,105000.0,0.0,1169.3,-0.01,16.52
2025-01-20 17:06:00,long,sell - stop_loss,0.0,101850.0,1134.16,-3.0,13.51
2025-01-20 18:00:00,long,buy,102978.4,0.0,1134.11,-0.01,13.51
2025-01-20 20:00:00,long,sell - direction change,0.0,103693.3,1141.92,0.69,14.2
2025-01-20 20:00:00,short,sell,0.0,103693.3,1141.86,-0.01,14.19
2025-01-21 00:00:00,short,buy - direction change,102258.7,0.0,1157.6,1.38,15.57
2025-01-21 00:00:00,long,buy,102258.7,0.0,1157.55,-0.01,15.57
2025-01-21 02:00:00,long,sell - direction change,0.0,101485.3,1148.73,-0.76,14.81
2025-01-21 02:00:00,short,sell,0.0,101485.3,1148.68,-0.01,14.8
2025-01-21 08:00:00,short,buy - direction change,101962.7,0.0,1143.22,-0.48,14.33
2025-01-21 08:00:00,long,buy,101962.7,0.0,1143.16,-0.01,14.32
2025-01-21 18:37:00,long,sell - take_profit,0.0,107060.835,1200.26,5.0,19.32
2025-01-21 20:00:00,long,buy,107008.2,0.0,1200.2,-0.01,19.31
2025-01-22 02:00:00,long,sell - direction change,0.0,105785.5,1186.42,-1.15,18.16
2025-01-22 02:00:00,short,sell,0.0,105785.5,1186.36,-0.01,18.16
2025-01-22 04:00:00,short,buy - direction change,105588.9,0.0,1188.51,0.18,18.34
2025-01-22 04:00:00,long,buy,105588.9,0.0,1188.45,-0.01,18.33
2025-01-22 06:00:00,long,sell - direction change,0.0,105687.3,1189.5,0.09,18.42
2025-01-22 06:00:00,short,sell,0.0,105687.3,1189.44,-0.01,18.42
2025-01-22 08:00:00,short,buy - direction change,105063.5,0.0,1196.4,0.59,19.0
2025-01-22 08:00:00,long,buy,105063.5,0.0,1196.34,-0.01,19.0
2025-01-22 12:00:00,long,sell - direction change,0.0,105112.6,1196.84,0.04,19.04
2025-01-22 12:00:00,short,sell,0.0,105112.6,1196.78,-0.01,19.03
2025-01-22 14:00:00,short,buy - direction change,104065.7,0.0,1208.64,0.99,20.03
2025-01-22 14:00:00,long,buy,104065.7,0.0,1208.58,-0.01,20.02
2025-01-22 22:00:00,long,sell - direction change,0.0,104060.9,1208.46,-0.01,20.01
2025-01-22 22:00:00,short,sell,0.0,104060.9,1208.4,-0.01,20.01
2025-01-23 00:00:00,short,buy - direction change,103670.4,0.0,1212.88,0.37,20.38
2025-01-23 00:00:00,long,buy,103670.4,0.0,1212.81,-0.01,20.37
2025-01-23 08:00:00,long,sell - direction change,0.0,102659.0,1200.92,-0.98,19.39
2025-01-23 08:00:00,short,sell,0.0,102659.0,1200.86,-0.01,19.39
2025-01-23 10:00:00,short,buy - direction change,101627.7,0.0,1212.87,1.0,20.38
2025-01-23 10:00:00,long,buy,101627.7,0.0,1212.8,-0.01,20.38
2025-01-23 16:15:00,long,sell - take_profit,0.0,106709.085,1273.38,5.0,25.37
2025-01-23 18:00:00,short,sell,0.0,105911.3,1273.32,-0.01,25.37
2025-01-23 20:00:00,short,buy - direction change,103736.6,0.0,1299.4,2.05,27.42
2025-01-23 20:00:00,long,buy,103736.6,0.0,1299.33,-0.01,27.41
2025-01-23 22:00:00,long,sell - direction change,0.0,103006.9,1290.13,-0.71,26.7
2025-01-23 22:00:00,short,sell,0.0,103006.9,1290.06,-0.01,26.7
2025-01-24 06:00:00,short,buy - direction change,105178.3,0.0,1262.81,-2.11,24.59
2025-01-24 06:00:00,long,buy,105178.3,0.0,1262.74,-0.01,24.58
2025-01-24 08:00:00,long,sell - direction change,0.0,105008.8,1260.65,-0.17,24.42
2025-01-24 08:00:00,short,sell,0.0,105008.8,1260.58,-0.01,24.41
2025-01-24 10:00:00,short,buy - direction change,105112.4,0.0,1259.28,-0.1,24.31
2025-01-24 10:00:00,long,buy,105112.4,0.0,1259.21,-0.01,24.3
2025-01-24 12:00:00,long,sell - direction change,0.0,105384.1,1262.4,0.25,24.56
2025-01-24 12:00:00,short,sell,0.0,105384.1,1262.34,-0.01,24.55
2025-01-24 14:00:00,short,buy - direction change,105077.8,0.0,1265.95,0.29,24.84
2025-01-24 14:00:00,long,buy,105077.8,0.0,1265.88,-0.01,24.83
2025-01-24 18:00:00,long,sell - direction change,0.0,106432.4,1282.14,1.28,26.12
2025-01-24 18:00:00,short,sell,0.0,106432.4,1282.07,-0.01,26.11
2025-01-24 20:00:00,short,buy - direction change,105734.3,0.0,1290.42,0.65,26.76
2025-01-24 20:00:00,long,buy,105734.3,0.0,1290.35,-0.01,26.76
2025-01-24 22:00:00,long,sell - direction change,0.0,105069.0,1282.17,-0.63,26.12
2025-01-24 22:00:00,short,sell,0.0,105069.0,1282.11,-0.01,26.12
2025-01-25 00:00:00,short,buy - direction change,104800.1,0.0,1285.32,0.25,26.37
2025-01-25 00:00:00,long,buy,104800.1,0.0,1285.26,-0.01,26.36
2025-01-25 02:00:00,long,sell - direction change,0.0,104677.3,1283.69,-0.12,26.24
2025-01-25 02:00:00,short,sell,0.0,104677.3,1283.63,-0.01,26.24
2025-01-25 06:00:00,short,buy - direction change,104326.4,0.0,1287.86,0.33,26.57
2025-01-25 06:00:00,long,buy,104326.4,0.0,1287.8,-0.01,26.56
2025-01-25 14:00:00,long,sell - direction change,0.0,104662.4,1291.88,0.32,26.88
2025-01-25 14:00:00,short,sell,0.0,104662.4,1291.82,-0.01,26.87
2025-01-25 16:00:00,short,buy - direction change,104846.5,0.0,1289.48,-0.18,26.69
2025-01-25 16:00:00,long,buy,104846.5,0.0,1289.42,-0.01,26.69
2025-01-25 18:00:00,long,sell - direction change,0.0,104848.9,1289.38,-0.0,26.68
2025-01-25 18:00:00,short,sell,0.0,104848.9,1289.32,-0.01,26.68
2025-01-25 20:00:00,short,buy - direction change,104997.8,0.0,1287.42,-0.15,26.53
2025-01-25 20:00:00,long,buy,104997.8,0.0,1287.36,-0.01,26.53
2025-01-25 22:00:00,long,sell - direction change,0.0,105065.6,1288.12,0.06,26.59
2025-01-25 22:00:00,short,sell,0.0,105065.6,1288.06,-0.01,26.58
2025-01-26 10:00:00,short,buy - direction change,104597.6,0.0,1293.73,0.44,27.02
2025-01-26 10:00:00,long,buy,104597.6,0.0,1293.67,-0.01,27.02
2025-01-26 12:00:00,long,sell - direction change,0.0,104773.6,1295.78,0.16,27.18
2025-01-26 12:00:00,short,sell,0.0,104773.6,1295.72,-0.01,27.18
2025-01-27 02:00:00,short,buy - direction change,101235.3,0.0,1339.41,3.37,30.55
2025-01-27 02:00:00,long,buy,101235.3,0.0,1339.34,-0.01,30.54
2025-01-27 07:20:00,long,sell - stop_loss,0.0,98198.241,1299.09,-3.01,27.54
2025-01-27 08:00:00,long,buy,98986.3,0.0,1299.03,-0.01,27.53
2025-01-27 12:00:00,long,sell - direction change,0.0,98700.0,1295.21,-0.29,27.24
2025-01-27 12:00:00,short,sell,0.0,98700.0,1295.14,-0.01,27.23
2025-01-27 14:00:00,short,buy - direction change,100445.4,0.0,1272.18,-1.77,25.46
2025-01-27 14:00:00,long,buy,100445.4,0.0,1272.11,-0.01,25.46
2025-01-27 20:00:00,long,sell - direction change,0.0,99649.9,1261.97,-0.8,24.66
2025-01-27 20:00:00,short,sell,0.0,99649.9,1261.91,-0.01,24.65
2025-01-27 22:00:00,short,buy - direction change,101298.0,0.0,1240.98,-1.66,22.99
2025-01-27 22:00:00,long,buy,101298.0,0.0,1240.92,-0.01,22.99
2025-01-28 00:00:00,long,sell - direction change,0.0,102024.2,1249.75,0.71,23.7
2025-01-28 00:00:00,short,sell,0.0,102024.2,1249.69,-0.01,23.7
