datetime,predicted_direction,action,buy_price,sell_price,balance,pnl,pnl_sum
2025-01-01 00:00:00,long,buy,93530.0,0.0,999.95,-0.01,-0.01
2025-01-03 16:23:00,long,sell - take_profit,0.0,98206.5,1049.9,5.0,4.99
2025-01-03 18:00:00,long,buy,97983.6,0.0,1049.84,-0.01,4.99
2025-01-06 22:00:00,long,sell - direction change,0.0,101545.7,1087.95,3.63,8.62
2025-01-06 22:00:00,short,sell,0.0,101545.7,1087.9,-0.01,8.61
2025-01-07 02:00:00,short,buy - direction change,101869.3,0.0,1084.38,-0.32,8.29
2025-01-07 02:00:00,long,buy,101869.3,0.0,1084.32,-0.01,8.28
2025-01-07 15:07:00,long,sell - stop_loss,0.0,98813.221,1051.74,-3.0,5.28
2025-01-07 16:00:00,long,buy,97905.1,0.0,1051.69,-0.01,5.27
2025-01-08 11:34:00,long,sell - stop_loss,0.0,94967.947,1020.09,-3.01,2.27
2025-01-08 12:00:00,long,buy,95101.8,0.0,1020.04,-0.01,2.26
2025-01-09 13:37:00,long,sell - stop_loss,0.0,92248.746,989.39,-3.01,-0.74
2025-01-09 14:00:00,long,buy,91933.7,0.0,989.34,-0.01,-0.75
2025-01-13 14:35:00,long,sell - stop_loss,0.0,89175.689,959.61,-3.0,-3.75
2025-01-13 16:00:00,long,buy,92081.1,0.0,959.56,-0.01,-3.76
2025-01-14 09:37:00,long,sell - take_profit,0.0,96685.15500000001,1007.49,5.0,1.24
2025-01-14 10:00:00,long,buy,97150.0,0.0,1007.44,-0.01,1.23
2025-01-15 18:00:00,long,sell - direction change,0.0,98600.0,1022.42,1.49,2.72
2025-01-15 18:00:00,short,sell,0.0,98600.0,1022.37,-0.01,2.71
2025-01-15 20:00:00,short,buy - direction change,99807.5,0.0,1009.8,-1.23,1.48
2025-01-15 20:00:00,long,buy,99807.5,0.0,1009.75,-0.01,1.48
2025-01-17 00:00:00,long,sell - direction change,0.0,99945.8,1011.1,0.13,1.61
2025-01-17 00:00:00,short,sell,0.0,99945.8,1011.05,-0.01,1.61
2025-01-17 08:00:00,short,buy - direction change,101410.4,0.0,996.18,-1.47,0.14
2025-01-17 08:00:00,long,buy,101410.4,0.0,996.13,-0.01,0.13
2025-01-18 02:00:00,long,sell - direction change,0.0,104223.1,1023.71,2.77,2.9
2025-01-18 02:00:00,short,sell,0.0,104223.1,1023.66,-0.01,2.9
2025-01-18 04:00:00,short,buy - direction change,103530.0,0.0,1030.42,0.66,3.56
2025-01-18 04:00:00,long,buy,103530.0,0.0,1030.36,-0.01,3.55
2025-01-18 06:00:00,long,sell - direction change,0.0,102788.0,1022.93,-0.72,2.83
2025-01-18 06:00:00,short,sell,0.0,102788.0,1022.88,-0.01,2.82
2025-01-18 08:00:00,short,buy - direction change,102773.7,0.0,1022.97,0.01,2.83
2025-01-18 08:00:00,long,buy,102773.7,0.0,1022.92,-0.01,2.83
2025-01-18 10:00:00,long,sell - direction change,0.0,103127.8,1026.39,0.34,3.17
2025-01-18 10:00:00,short,sell,0.0,103127.8,1026.34,-0.01,3.16
2025-01-18 14:00:00,short,buy - direction change,104314.3,0.0,1014.48,-1.16,2.01
2025-01-18 14:00:00,long,buy,104314.3,0.0,1014.43,-0.01,2.0
2025-01-18 22:00:00,long,sell - direction change,0.0,103847.9,1009.84,-0.45,1.55
2025-01-18 22:00:00,short,sell,0.0,103847.9,1009.79,-0.01,1.55
2025-01-19 00:00:00,short,buy - direction change,104520.0,0.0,1003.21,-0.65,0.89
2025-01-19 00:00:00,long,buy,104520.0,0.0,1003.16,-0.01,0.89
2025-01-19 02:00:00,long,sell - direction change,0.0,104452.6,1002.46,-0.07,0.82
2025-01-19 02:00:00,short,sell,0.0,104452.6,1002.41,-0.01,0.81
2025-01-19 04:00:00,short,buy - direction change,104955.1,0.0,997.54,-0.49,0.33
2025-01-19 04:00:00,long,buy,104955.1,0.0,997.49,-0.01,0.32
2025-01-19 06:00:00,long,sell - direction change,0.0,105099.8,998.81,0.13,0.46
2025-01-19 06:00:00,short,sell,0.0,105099.8,998.76,-0.01,0.45
2025-01-19 08:00:00,short,buy - direction change,105158.7,0.0,998.15,-0.06,0.39
2025-01-19 08:00:00,long,buy,105158.7,0.0,998.1,-0.01,0.38
2025-01-19 12:00:00,long,sell - direction change,0.0,104344.9,990.33,-0.78,-0.39
2025-01-19 12:00:00,short,sell,0.0,104344.9,990.28,-0.01,-0.4
2025-01-19 16:00:00,short,buy - direction change,104904.0,0.0,984.92,-0.54,-0.94
2025-01-19 16:00:00,long,buy,104904.0,0.0,984.88,-0.01,-0.95
2025-01-19 18:00:00,long,sell - direction change,0.0,105100.0,986.67,0.18,-0.76
2025-01-19 18:00:00,short,sell,0.0,105100.0,986.62,-0.01,-0.77
2025-01-19 22:00:00,short,buy - direction change,103680.0,0.0,999.9,1.35,0.58
2025-01-19 22:00:00,long,buy,103680.0,0.0,999.85,-0.01,0.57
2025-01-19 23:19:00,long,sell - stop_loss,0.0,100569.59999999999,969.8,-3.01,-2.43
2025-01-20 00:00:00,long,buy,101310.7,0.0,969.75,-0.01,-2.44
2025-01-20 02:00:00,long,sell - direction change,0.0,100671.6,963.59,-0.64,-3.07
2025-01-20 02:00:00,short,sell,0.0,100671.6,963.54,-0.01,-3.08
2025-01-20 06:42:00,short,buy - stop_loss,103691.748,0.0,934.59,-3.01,-6.08
2025-01-20 08:00:00,short,sell,0.0,107172.9,934.54,-0.01,-6.09
2025-01-20 10:00:00,short,buy - direction change,108178.5,0.0,925.73,-0.94,-7.03
2025-01-20 10:00:00,long,buy,108178.5,0.0,925.68,-0.01,-7.04
2025-01-20 14:00:00,long,sell - direction change,0.0,108005.9,924.16,-0.16,-7.2
2025-01-20 14:00:00,short,sell,0.0,108005.9,924.11,-0.01,-7.21
2025-01-20 16:00:00,short,buy - direction change,105000.0,0.0,949.78,2.78,-4.43
2025-01-20 16:00:00,long,buy,105000.0,0.0,949.73,-0.01,-4.43
2025-01-20 17:06:00,long,sell - stop_loss,0.0,101850.0,921.2,-3.0,-7.44
2025-01-20 18:00:00,long,buy,102978.4,0.0,921.15,-0.01,-7.44
2025-01-20 20:00:00,long,sell - direction change,0.0,103693.3,927.5,0.69,-6.75
2025-01-20 20:00:00,short,sell,0.0,103693.3,927.45,-0.01,-6.76
2025-01-20 22:00:00,short,buy - direction change,102599.9,0.0,937.19,1.05,-5.71
2025-01-20 22:00:00,long,buy,102599.9,0.0,937.14,-0.01,-5.71
2025-01-21 02:00:00,long,sell - direction change,0.0,101485.3,926.91,-1.09,-6.81
2025-01-21 02:00:00,short,sell,0.0,101485.3,926.86,-0.01,-6.81
2025-01-21 12:00:00,short,buy - direction change,103745.9,0.0,906.17,-2.23,-9.04
2025-01-21 12:00:00,long,buy,103745.9,0.0,906.13,-0.01,-9.05
2025-01-22 02:00:00,long,sell - direction change,0.0,105785.5,923.9,1.96,-7.09
2025-01-22 02:00:00,short,sell,0.0,105785.5,923.85,-0.01,-7.09
2025-01-22 04:00:00,short,buy - direction change,105588.9,0.0,925.52,0.18,-6.91
2025-01-22 04:00:00,long,buy,105588.9,0.0,925.47,-0.01,-6.92
2025-01-22 06:00:00,long,sell - direction change,0.0,105687.3,926.29,0.09,-6.83
2025-01-22 06:00:00,short,sell,0.0,105687.3,926.24,-0.01,-6.83
2025-01-22 08:00:00,short,buy - direction change,105063.5,0.0,931.66,0.59,-6.25
2025-01-22 08:00:00,long,buy,105063.5,0.0,931.62,-0.01,-6.25
2025-01-22 12:00:00,long,sell - direction change,0.0,105112.6,932.01,0.04,-6.21
2025-01-22 12:00:00,short,sell,0.0,105112.6,931.96,-0.01,-6.22
2025-01-22 14:00:00,short,buy - direction change,104065.7,0.0,941.2,0.99,-5.23
2025-01-22 14:00:00,long,buy,104065.7,0.0,941.15,-0.01,-5.23
2025-01-22 20:00:00,long,sell - direction change,0.0,104613.8,946.06,0.52,-4.71
2025-01-22 20:00:00,short,sell,0.0,104613.8,946.01,-0.01,-4.71
2025-01-23 00:00:00,short,buy - direction change,103670.4,0.0,954.49,0.9,-3.82
2025-01-23 00:00:00,long,buy,103670.4,0.0,954.45,-0.01,-3.82
2025-01-23 18:00:00,long,sell - direction change,0.0,105911.3,975.03,2.16,-1.66
2025-01-23 18:00:00,short,sell,0.0,105911.3,974.98,-0.01,-1.67
2025-01-23 20:00:00,short,buy - direction change,103736.6,0.0,994.95,2.05,0.38
2025-01-23 20:00:00,long,buy,103736.6,0.0,994.9,-0.01,0.37
2025-01-23 22:00:00,long,sell - direction change,0.0,103006.9,987.85,-0.71,-0.34
2025-01-23 22:00:00,short,sell,0.0,103006.9,987.8,-0.01,-0.34
2025-01-24 06:00:00,short,buy - direction change,105178.3,0.0,966.93,-2.11,-2.45
2025-01-24 06:00:00,long,buy,105178.3,0.0,966.88,-0.01,-2.46
2025-01-24 08:00:00,long,sell - direction change,0.0,105008.8,965.28,-0.17,-2.62
2025-01-24 08:00:00,short,sell,0.0,105008.8,965.23,-0.01,-2.63
2025-01-24 10:00:00,short,buy - direction change,105112.4,0.0,964.23,-0.1,-2.73
2025-01-24 10:00:00,long,buy,105112.4,0.0,964.18,-0.01,-2.74
2025-01-24 12:00:00,long,sell - direction change,0.0,105384.1,966.62,0.25,-2.48
2025-01-24 12:00:00,short,sell,0.0,105384.1,966.57,-0.01,-2.49
2025-01-24 14:00:00,short,buy - direction change,105077.8,0.0,969.34,0.29,-2.2
2025-01-24 14:00:00,long,buy,105077.8,0.0,969.29,-0.01,-2.21
2025-01-24 22:00:00,long,sell - direction change,0.0,105069.0,969.16,-0.01,-2.22
2025-01-24 22:00:00,short,sell,0.0,105069.0,969.11,-0.01,-2.23
2025-01-25 00:00:00,short,buy - direction change,104800.1,0.0,971.54,0.25,-1.98
2025-01-25 00:00:00,long,buy,104800.1,0.0,971.49,-0.01,-1.98
2025-01-25 02:00:00,long,sell - direction change,0.0,104677.3,970.31,-0.12,-2.1
2025-01-25 02:00:00,short,sell,0.0,104677.3,970.26,-0.01,-2.11
2025-01-25 06:00:00,short,buy - direction change,104326.4,0.0,973.46,0.33,-1.78
2025-01-25 06:00:00,long,buy,104326.4,0.0,973.41,-0.01,-1.78
2025-01-25 14:00:00,long,sell - direction change,0.0,104662.4,976.5,0.32,-1.47
2025-01-25 14:00:00,short,sell,0.0,104662.4,976.45,-0.01,-1.47
2025-01-25 16:00:00,short,buy - direction change,104846.5,0.0,974.68,-0.18,-1.65
2025-01-25 16:00:00,long,buy,104846.5,0.0,974.63,-0.01,-1.66
2025-01-25 22:00:00,long,sell - direction change,0.0,105065.6,976.62,0.2,-1.45
2025-01-25 22:00:00,short,sell,0.0,105065.6,976.57,-0.01,-1.46
2025-01-26 00:00:00,short,buy - direction change,104709.4,0.0,979.84,0.33,-1.12
2025-01-26 00:00:00,long,buy,104709.4,0.0,979.79,-0.01,-1.13
2025-01-26 02:00:00,long,sell - direction change,0.0,104586.4,978.59,-0.12,-1.25
2025-01-26 02:00:00,short,sell,0.0,104586.4,978.54,-0.01,-1.26
2025-01-26 06:00:00,short,buy - direction change,105065.8,0.0,974.0,-0.46,-1.72
2025-01-26 06:00:00,long,buy,105065.8,0.0,973.95,-0.01,-1.72
2025-01-26 08:00:00,long,sell - direction change,0.0,104966.0,972.98,-0.1,-1.82
2025-01-26 08:00:00,short,sell,0.0,104966.0,972.93,-0.01,-1.83
2025-01-26 10:00:00,short,buy - direction change,104597.6,0.0,976.3,0.35,-1.48
2025-01-26 10:00:00,long,buy,104597.6,0.0,976.25,-0.01,-1.49
2025-01-26 20:00:00,long,sell - direction change,0.0,105056.7,980.49,0.43,-1.05
2025-01-26 20:00:00,short,sell,0.0,105056.7,980.44,-0.01,-1.06
2025-01-26 22:00:00,short,buy - direction change,104527.0,0.0,985.33,0.5,-0.56
2025-01-26 22:00:00,long,buy,104527.0,0.0,985.28,-0.01,-0.57
2025-01-27 01:07:00,long,sell - stop_loss,0.0,101391.19,955.67,-3.0,-3.57
2025-01-27 02:00:00,long,buy,101235.3,0.0,955.63,-0.01,-3.58
2025-01-27 07:20:00,long,sell - stop_loss,0.0,98198.241,926.91,-3.01,-6.58
2025-01-27 08:00:00,long,buy,98986.3,0.0,926.87,-0.01,-6.59
2025-01-27 12:00:00,long,sell - direction change,0.0,98700.0,924.14,-0.29,-6.88
2025-01-27 12:00:00,short,sell,0.0,98700.0,924.09,-0.01,-6.88
2025-01-27 14:00:00,short,buy - direction change,100445.4,0.0,907.71,-1.77,-8.66
2025-01-27 14:00:00,long,buy,100445.4,0.0,907.66,-0.01,-8.66
2025-01-27 20:00:00,long,sell - direction change,0.0,99649.9,900.43,-0.8,-9.46
2025-01-27 20:00:00,short,sell,0.0,99649.9,900.38,-0.01,-9.47
2025-01-28 00:06:00,short,buy - stop_loss,102639.397,0.0,873.33,-3.01,-12.47
2025-01-28 02:00:00,short,sell,0.0,101335.0,873.28,-0.01,-12.48
2025-01-28 04:00:00,short,buy - direction change,102594.9,0.0,862.38,-1.25,-13.72
2025-01-28 04:00:00,long,buy,102594.9,0.0,862.34,-0.01,-13.73
2025-01-28 20:00:00,long,sell - direction change,0.0,102375.4,860.45,-0.22,-13.95
2025-01-28 20:00:00,short,sell,0.0,102375.4,860.41,-0.01,-13.95
2025-01-29 00:00:00,short,buy - direction change,101278.0,0.0,869.59,1.07,-12.89
2025-01-29 00:00:00,long,buy,101278.0,0.0,869.54,-0.01,-12.89
2025-01-29 16:00:00,long,sell - direction change,0.0,101919.3,875.01,0.63,-12.26
2025-01-29 16:00:00,short,sell,0.0,101919.3,874.96,-0.01,-12.27
2025-01-29 18:00:00,short,buy - direction change,102367.6,0.0,871.07,-0.44,-12.71
2025-01-29 18:00:00,long,buy,102367.6,0.0,871.03,-0.01,-12.72
2025-01-29 22:00:00,long,sell - direction change,0.0,103679.0,882.14,1.28,-11.44
2025-01-29 22:00:00,short,sell,0.0,103679.0,882.1,-0.01,-11.45
2025-01-30 04:00:00,short,buy - direction change,105166.3,0.0,869.4,-1.44,-12.89
2025-01-30 04:00:00,long,buy,105166.3,0.0,869.36,-0.01,-12.89
2025-01-30 22:00:00,long,sell - direction change,0.0,104984.6,867.81,-0.18,-13.07
2025-01-30 22:00:00,short,sell,0.0,104984.6,867.77,-0.01,-13.07
2025-01-31 00:00:00,short,buy - direction change,104684.6,0.0,870.2,0.28,-12.79
2025-01-31 00:00:00,long,buy,104684.6,0.0,870.16,-0.01,-12.8
2025-01-31 06:00:00,long,sell - direction change,0.0,104266.2,866.64,-0.4,-13.2
2025-01-31 06:00:00,short,sell,0.0,104266.2,866.6,-0.01,-13.21
2025-01-31 08:00:00,short,buy - direction change,104146.1,0.0,867.55,0.11,-13.1
2025-01-31 08:00:00,long,buy,104146.1,0.0,867.51,-0.01,-13.1
2025-01-31 10:00:00,long,sell - direction change,0.0,104205.4,867.96,0.05,-13.05
2025-01-31 10:00:00,short,sell,0.0,104205.4,867.91,-0.01,-13.06
2025-01-31 12:00:00,short,buy - direction change,104675.0,0.0,863.96,-0.46,-13.51
2025-01-31 12:00:00,long,buy,104675.0,0.0,863.92,-0.01,-13.52
2025-01-31 14:00:00,long,sell - direction change,0.0,104610.0,863.34,-0.07,-13.58
2025-01-31 14:00:00,short,sell,0.0,104610.0,863.29,-0.01,-13.59
2025-01-31 16:00:00,short,buy - direction change,105404.7,0.0,856.69,-0.76,-14.35
2025-01-31 16:00:00,long,buy,105404.7,0.0,856.65,-0.01,-14.36
2025-01-31 19:21:00,long,sell - stop_loss,0.0,102242.559,830.91,-3.01,-17.36
2025-01-31 20:00:00,long,buy,102232.0,0.0,830.87,-0.01,-17.37
2025-02-02 00:00:00,long,sell - direction change,0.0,100576.5,817.37,-1.62,-18.99
2025-02-02 00:00:00,short,sell,0.0,100576.5,817.33,-0.01,-19.0
2025-02-02 02:00:00,short,buy - direction change,101196.5,0.0,812.25,-0.62,-19.62
2025-02-02 02:00:00,long,buy,101196.5,0.0,812.21,-0.01,-19.62
2025-02-02 04:00:00,long,sell - direction change,0.0,99157.1,795.8,-2.02,-21.64
2025-02-02 04:00:00,short,sell,0.0,99157.1,795.76,-0.01,-21.65
2025-02-02 06:00:00,short,buy - direction change,100201.8,0.0,787.34,-1.06,-22.71
2025-02-02 06:00:00,long,buy,100201.8,0.0,787.3,-0.01,-22.71
2025-02-02 17:50:00,long,sell - stop_loss,0.0,97195.746,763.64,-3.01,-25.72
2025-02-02 18:00:00,long,buy,97201.6,0.0,763.61,-0.01,-25.72
2025-02-02 20:00:00,long,sell - direction change,0.0,98223.3,771.59,1.05,-24.68
2025-02-02 20:00:00,short,sell,0.0,98223.3,771.55,-0.01,-24.68
2025-02-02 22:00:00,short,buy - direction change,96985.2,0.0,781.24,1.26,-23.43
2025-02-02 22:00:00,long,buy,96985.2,0.0,781.2,-0.01,-23.43
2025-02-03 01:43:00,long,sell - stop_loss,0.0,94075.644,757.73,-3.0,-26.44
2025-02-03 02:00:00,long,buy,93387.6,0.0,757.69,-0.01,-26.44
2025-02-03 15:25:00,long,sell - take_profit,0.0,98056.98000000001,795.53,5.0,-21.45
